,location,date,vaccine,total_vaccinations
503,Argentina,2021-06-14,Sputnik V,8417597
504,Argentina,2021-06-15,Oxford/AstraZeneca,5204671
505,Argentina,2021-06-15,Sinopharm/Beijing,3762161
506,Argentina,2021-06-15,Sputnik V,8540346
507,Argentina,2021-06-16,Oxford/AstraZeneca,5390420
508,Argentina,2021-06-16,Sinopharm/Beijing,3766971
509,Argentina,2021-06-16,Sputnik V,8636950
510,Argentina,2021-06-17,Oxford/AstraZeneca,5619553
511,Argentina,2021-06-17,Sinopharm/Beijing,3773299
512,Argentina,2021-06-17,Sputnik V,8715906
513,Argentina,2021-06-18,Moderna,10
514,Argentina,2021-06-18,Oxford/AstraZeneca,5944328
515,Argentina,2021-06-18,Pfizer/BioNTech,35
516,Argentina,2021-06-18,Sinopharm/Beijing,3779198
517,Argentina,2021-06-18,Sputnik V,8784589
518,Argentina,2021-06-19,Oxford/AstraZeneca,6130867
519,Argentina,2021-06-19,Sinopharm/Beijing,3781767
520,Argentina,2021-06-19,Sputnik V,8828095
521,Argentina,2021-06-20,Oxford/AstraZeneca,6208824
522,Argentina,2021-06-20,Sinopharm/Beijing,3782062
523,Argentina,2021-06-20,Sputnik V,8849061
524,Argentina,2021-06-21,Oxford/AstraZeneca,6347139
525,Argentina,2021-06-21,Sinopharm/Beijing,3783356
526,Argentina,2021-06-21,Sputnik V,8879171
527,Argentina,2021-06-22,Oxford/AstraZeneca,6574647
528,Argentina,2021-06-22,Pfizer/BioNTech,36
529,Argentina,2021-06-22,Sinopharm/Beijing,3789307
530,Argentina,2021-06-22,Sputnik V,8933626
531,Argentina,2021-06-23,Oxford/AstraZeneca,6768482
532,Argentina,2021-06-23,Sinopharm/Beijing,3813652
533,Argentina,2021-06-23,Sputnik V,8978622
534,Argentina,2021-06-24,Oxford/AstraZeneca,6943623
535,Argentina,2021-06-24,Sinopharm/Beijing,3886815
536,Argentina,2021-06-24,Sputnik V,9034871
537,Argentina,2021-06-25,CanSino,8
538,Argentina,2021-06-25,Oxford/AstraZeneca,7163242
539,Argentina,2021-06-25,Pfizer/BioNTech,38
540,Argentina,2021-06-25,Sinopharm/Beijing,3996669
541,Argentina,2021-06-25,Sputnik V,9082211
542,Argentina,2021-06-26,Oxford/AstraZeneca,7356490
543,Argentina,2021-06-26,Sinopharm/Beijing,4088461
544,Argentina,2021-06-26,Sputnik V,9113483
545,Argentina,2021-06-27,Oxford/AstraZeneca,7455739
546,Argentina,2021-06-27,Sinopharm/Beijing,4146325
547,Argentina,2021-06-27,Sputnik V,9132638
548,Argentina,2021-06-28,Oxford/AstraZeneca,7621536
549,Argentina,2021-06-28,Sinopharm/Beijing,4325796
550,Argentina,2021-06-28,Sputnik V,9160479
551,Argentina,2021-06-29,Oxford/AstraZeneca,7799114
552,Argentina,2021-06-29,Sinopharm/Beijing,4498658
553,Argentina,2021-06-29,Sputnik V,9184529
554,Argentina,2021-06-30,Oxford/AstraZeneca,8006565
555,Argentina,2021-06-30,Pfizer/BioNTech,39
556,Argentina,2021-06-30,Sinopharm/Beijing,4649327
557,Argentina,2021-06-30,Sputnik V,9202212
558,Argentina,2021-07-01,Oxford/AstraZeneca,8320078
559,Argentina,2021-07-01,Sinopharm/Beijing,4752306
560,Argentina,2021-07-01,Sputnik V,9217993
561,Argentina,2021-07-02,CanSino,9
562,Argentina,2021-07-02,Oxford/AstraZeneca,8587587
563,Argentina,2021-07-02,Sinopharm/Beijing,4865257
564,Argentina,2021-07-02,Sputnik V,9253215
565,Argentina,2021-07-03,Oxford/AstraZeneca,8751474
566,Argentina,2021-07-03,Pfizer/BioNTech,41
567,Argentina,2021-07-03,Sinopharm/Beijing,4938449
568,Argentina,2021-07-03,Sputnik V,9352812
569,Argentina,2021-07-04,Oxford/AstraZeneca,8867428
570,Argentina,2021-07-04,Sinopharm/Beijing,4995643
571,Argentina,2021-07-04,Sputnik V,9376200
572,Argentina,2021-07-05,Oxford/AstraZeneca,9127607
573,Argentina,2021-07-05,Sinopharm/Beijing,5055752
574,Argentina,2021-07-05,Sputnik V,9465866
575,Argentina,2021-07-06,Oxford/AstraZeneca,9364397
576,Argentina,2021-07-06,Pfizer/BioNTech,42
577,Argentina,2021-07-06,Sinopharm/Beijing,5117551
578,Argentina,2021-07-06,Sputnik V,9584230
579,Argentina,2021-07-07,Oxford/AstraZeneca,9591128
580,Argentina,2021-07-07,Sinopharm/Beijing,5164515
581,Argentina,2021-07-07,Sputnik V,9714799
582,Argentina,2021-07-08,Moderna,11
583,Argentina,2021-07-08,Oxford/AstraZeneca,9723666
584,Argentina,2021-07-08,Sinopharm/Beijing,5272963
585,Argentina,2021-07-08,Sputnik V,9884403
586,Argentina,2021-07-09,Moderna,13
587,Argentina,2021-07-09,Oxford/AstraZeneca,9786885
588,Argentina,2021-07-09,Sinopharm/Beijing,5385019
589,Argentina,2021-07-09,Sputnik V,10066784
590,Argentina,2021-07-10,Moderna,17
591,Argentina,2021-07-10,Oxford/AstraZeneca,9858757
592,Argentina,2021-07-10,Sinopharm/Beijing,5544612
593,Argentina,2021-07-10,Sputnik V,10167307
594,Argentina,2021-07-11,Moderna,19
595,Argentina,2021-07-11,Oxford/AstraZeneca,9910317
596,Argentina,2021-07-11,Sinopharm/Beijing,5609473
597,Argentina,2021-07-11,Sputnik V,10216435
598,Argentina,2021-07-12,Oxford/AstraZeneca,9998036
599,Argentina,2021-07-12,Sinopharm/Beijing,5787206
600,Argentina,2021-07-12,Sputnik V,10338255
601,Argentina,2021-07-13,Oxford/AstraZeneca,10077918
602,Argentina,2021-07-13,Pfizer/BioNTech,43
603,Argentina,2021-07-13,Sinopharm/Beijing,5958274
604,Argentina,2021-07-13,Sputnik V,10480974
605,Argentina,2021-07-14,Oxford/AstraZeneca,10146912
606,Argentina,2021-07-14,Pfizer/BioNTech,44
607,Argentina,2021-07-14,Sinopharm/Beijing,6158762
608,Argentina,2021-07-14,Sputnik V,10609924
609,Argentina,2021-07-15,Oxford/AstraZeneca,10209017
610,Argentina,2021-07-15,Pfizer/BioNTech,45
611,Argentina,2021-07-15,Sinopharm/Beijing,6373558
612,Argentina,2021-07-15,Sputnik V,10733073
613,Argentina,2021-07-16,Oxford/AstraZeneca,10261889
614,Argentina,2021-07-16,Sinopharm/Beijing,6633559
615,Argentina,2021-07-16,Sputnik V,10876637
616,Argentina,2021-07-17,Oxford/AstraZeneca,10302273
617,Argentina,2021-07-17,Sinopharm/Beijing,6807965
618,Argentina,2021-07-17,Sputnik V,10984497
619,Argentina,2021-07-18,Oxford/AstraZeneca,10344487
620,Argentina,2021-07-18,Sinopharm/Beijing,6895656
621,Argentina,2021-07-18,Sputnik V,11022839
622,Argentina,2021-07-19,Moderna,20
623,Argentina,2021-07-19,Oxford/AstraZeneca,10425772
624,Argentina,2021-07-19,Sinopharm/Beijing,7161823
625,Argentina,2021-07-19,Sputnik V,11094196
626,Argentina,2021-07-20,CanSino,11
627,Argentina,2021-07-20,Moderna,32
628,Argentina,2021-07-20,Oxford/AstraZeneca,10494785
629,Argentina,2021-07-20,Sinopharm/Beijing,7354832
630,Argentina,2021-07-20,Sputnik V,11280893
631,Argentina,2021-07-21,Moderna,39
632,Argentina,2021-07-21,Oxford/AstraZeneca,10561438
633,Argentina,2021-07-21,Sinopharm/Beijing,7619159
634,Argentina,2021-07-21,Sputnik V,11369978
635,Argentina,2021-07-22,Moderna,41
636,Argentina,2021-07-22,Oxford/AstraZeneca,10623114
637,Argentina,2021-07-22,Sinopharm/Beijing,7903451
638,Argentina,2021-07-22,Sputnik V,11412363
639,Argentina,2021-07-23,Moderna,44
640,Argentina,2021-07-23,Oxford/AstraZeneca,10697927
641,Argentina,2021-07-23,Sinopharm/Beijing,8210476
642,Argentina,2021-07-23,Sputnik V,11439309
643,Argentina,2021-07-24,Moderna,46
644,Argentina,2021-07-24,Oxford/AstraZeneca,10758864
645,Argentina,2021-07-24,Sinopharm/Beijing,8370035
646,Argentina,2021-07-24,Sputnik V,11456485
647,Argentina,2021-07-25,Moderna,63
648,Argentina,2021-07-25,Oxford/AstraZeneca,10770488
649,Argentina,2021-07-25,Sinopharm/Beijing,8483541
650,Argentina,2021-07-25,Sputnik V,11465242
651,Argentina,2021-07-26,Moderna,67
652,Argentina,2021-07-26,Oxford/AstraZeneca,10874085
653,Argentina,2021-07-26,Sinopharm/Beijing,8760831
654,Argentina,2021-07-26,Sputnik V,11492114
655,Argentina,2021-07-27,Moderna,94
656,Argentina,2021-07-27,Oxford/AstraZeneca,11044721
657,Argentina,2021-07-27,Sinopharm/Beijing,9003139
658,Argentina,2021-07-27,Sputnik V,11507483
659,Argentina,2021-07-28,Moderna,126
660,Argentina,2021-07-28,Oxford/AstraZeneca,11204080
661,Argentina,2021-07-28,Sinopharm/Beijing,9288301
662,Argentina,2021-07-28,Sputnik V,11523098
663,Argentina,2021-07-29,Moderna,141
664,Argentina,2021-07-29,Oxford/AstraZeneca,11322936
665,Argentina,2021-07-29,Sinopharm/Beijing,9578359
666,Argentina,2021-07-29,Sputnik V,11539300
667,Argentina,2021-07-30,Moderna,276
668,Argentina,2021-07-30,Oxford/AstraZeneca,11434659
669,Argentina,2021-07-30,Sinopharm/Beijing,9879516
670,Argentina,2021-07-30,Sputnik V,11553467
671,Argentina,2021-07-31,Moderna,1959
672,Argentina,2021-07-31,Oxford/AstraZeneca,11496289
673,Argentina,2021-07-31,Sinopharm/Beijing,10083565
674,Argentina,2021-07-31,Sputnik V,11560952
675,Argentina,2021-08-01,Moderna,2236
676,Argentina,2021-08-01,Oxford/AstraZeneca,11525714
677,Argentina,2021-08-01,Pfizer/BioNTech,46
678,Argentina,2021-08-01,Sinopharm/Beijing,10214879
679,Argentina,2021-08-01,Sputnik V,11567369
680,Argentina,2021-08-02,Moderna,5936
681,Argentina,2021-08-02,Oxford/AstraZeneca,11613829
682,Argentina,2021-08-02,Pfizer/BioNTech,47
683,Argentina,2021-08-02,Sinopharm/Beijing,10528163
684,Argentina,2021-08-02,Sputnik V,11579587
685,Argentina,2021-08-03,Moderna,55626
686,Argentina,2021-08-03,Oxford/AstraZeneca,11747668
687,Argentina,2021-08-03,Sinopharm/Beijing,10740810
688,Argentina,2021-08-03,Sputnik V,11591654
689,Argentina,2021-08-04,CanSino,13
690,Argentina,2021-08-04,Moderna,77182
691,Argentina,2021-08-04,Oxford/AstraZeneca,11890369
692,Argentina,2021-08-04,Sinopharm/Beijing,10981688
693,Argentina,2021-08-04,Sputnik V,11604114
694,Argentina,2021-08-05,Moderna,95881
695,Argentina,2021-08-05,Oxford/AstraZeneca,12058866
696,Argentina,2021-08-05,Sinopharm/Beijing,11210797
697,Argentina,2021-08-05,Sputnik V,11618389
698,Argentina,2021-08-06,CanSino,14
699,Argentina,2021-08-06,Moderna,117069
700,Argentina,2021-08-06,Oxford/AstraZeneca,12213915
701,Argentina,2021-08-06,Pfizer/BioNTech,48
702,Argentina,2021-08-06,Sinopharm/Beijing,11441175
703,Argentina,2021-08-06,Sputnik V,11625924
704,Argentina,2021-08-07,Moderna,158825
705,Argentina,2021-08-07,Oxford/AstraZeneca,12295863
706,Argentina,2021-08-07,Pfizer/BioNTech,49
707,Argentina,2021-08-07,Sinopharm/Beijing,11590071
708,Argentina,2021-08-07,Sputnik V,11631574
709,Argentina,2021-08-08,Moderna,197870
710,Argentina,2021-08-08,Oxford/AstraZeneca,12318283
711,Argentina,2021-08-08,Pfizer/BioNTech,50
712,Argentina,2021-08-08,Sinopharm/Beijing,11687051
713,Argentina,2021-08-08,Sputnik V,11634876
714,Argentina,2021-08-09,Moderna,368762
715,Argentina,2021-08-09,Oxford/AstraZeneca,12434095
716,Argentina,2021-08-09,Pfizer/BioNTech,51
717,Argentina,2021-08-09,Sinopharm/Beijing,11781111
718,Argentina,2021-08-09,Sputnik V,11645285
719,Argentina,2021-08-10,Moderna,533377
720,Argentina,2021-08-10,Oxford/AstraZeneca,12543316
721,Argentina,2021-08-10,Sinopharm/Beijing,11869137
722,Argentina,2021-08-10,Sputnik V,11654061
723,Argentina,2021-08-11,Moderna,714166
724,Argentina,2021-08-11,Oxford/AstraZeneca,12683828
725,Argentina,2021-08-11,Pfizer/BioNTech,52
726,Argentina,2021-08-11,Sinopharm/Beijing,11951129
727,Argentina,2021-08-11,Sputnik V,11663616
728,Argentina,2021-08-12,CanSino,15
729,Argentina,2021-08-12,Moderna,851626
730,Argentina,2021-08-12,Oxford/AstraZeneca,12821091
731,Argentina,2021-08-12,Pfizer/BioNTech,54
732,Argentina,2021-08-12,Sinopharm/Beijing,12044092
733,Argentina,2021-08-12,Sputnik V,11688537
734,Argentina,2021-08-13,Moderna,957596
735,Argentina,2021-08-13,Oxford/AstraZeneca,12942789
736,Argentina,2021-08-13,Sinopharm/Beijing,12139915
737,Argentina,2021-08-13,Sputnik V,11781975
738,Argentina,2021-08-14,Moderna,1034032
739,Argentina,2021-08-14,Oxford/AstraZeneca,13031911
740,Argentina,2021-08-14,Sinopharm/Beijing,12175069
741,Argentina,2021-08-14,Sputnik V,11837929
742,Argentina,2021-08-15,Moderna,1072789
743,Argentina,2021-08-15,Oxford/AstraZeneca,13119619
744,Argentina,2021-08-15,Sinopharm/Beijing,12189617
745,Argentina,2021-08-15,Sputnik V,11859621
746,Argentina,2021-08-16,Moderna,1148231
747,Argentina,2021-08-16,Oxford/AstraZeneca,13148323
748,Argentina,2021-08-16,Sinopharm/Beijing,12207230
749,Argentina,2021-08-16,Sputnik V,11928951
750,Argentina,2021-08-17,Moderna,1309218
751,Argentina,2021-08-17,Oxford/AstraZeneca,13215182
752,Argentina,2021-08-17,Pfizer/BioNTech,55
753,Argentina,2021-08-17,Sinopharm/Beijing,12279706
754,Argentina,2021-08-17,Sputnik V,12068509
755,Argentina,2021-08-18,Moderna,1468499
756,Argentina,2021-08-18,Oxford/AstraZeneca,13289302
757,Argentina,2021-08-18,Sinopharm/Beijing,12357927
758,Argentina,2021-08-18,Sputnik V,12192286
759,Argentina,2021-08-19,Moderna,1576571
760,Argentina,2021-08-19,Oxford/AstraZeneca,13402207
761,Argentina,2021-08-19,Sinopharm/Beijing,12422496
762,Argentina,2021-08-19,Sputnik V,12332923
763,Argentina,2021-08-20,Moderna,1654947
764,Argentina,2021-08-20,Oxford/AstraZeneca,13553139
765,Argentina,2021-08-20,Pfizer/BioNTech,56
766,Argentina,2021-08-20,Sinopharm/Beijing,12485640
767,Argentina,2021-08-20,Sputnik V,12477242
768,Argentina,2021-08-21,Moderna,1678010
769,Argentina,2021-08-21,Oxford/AstraZeneca,13678883
770,Argentina,2021-08-21,Sinopharm/Beijing,12519969
771,Argentina,2021-08-21,Sputnik V,12551429
772,Argentina,2021-08-22,Moderna,1689876
773,Argentina,2021-08-22,Oxford/AstraZeneca,13765999
774,Argentina,2021-08-22,Pfizer/BioNTech,57
775,Argentina,2021-08-22,Sinopharm/Beijing,12560626
776,Argentina,2021-08-22,Sputnik V,12581874
777,Argentina,2021-08-23,Moderna,1731074
778,Argentina,2021-08-23,Oxford/AstraZeneca,13896937
779,Argentina,2021-08-23,Sinopharm/Beijing,12702842
780,Argentina,2021-08-23,Sputnik V,12676291
781,Argentina,2021-08-24,Moderna,1768548
782,Argentina,2021-08-24,Oxford/AstraZeneca,14044964
783,Argentina,2021-08-24,Sinopharm/Beijing,12891253
784,Argentina,2021-08-24,Sputnik V,12751515
785,Argentina,2021-08-25,Moderna,1798389
786,Argentina,2021-08-25,Oxford/AstraZeneca,14207782
787,Argentina,2021-08-25,Pfizer/BioNTech,58
788,Argentina,2021-08-25,Sinopharm/Beijing,13069125
789,Argentina,2021-08-25,Sputnik V,12807690
790,Argentina,2021-08-26,Moderna,1868944
791,Argentina,2021-08-26,Oxford/AstraZeneca,14357840
792,Argentina,2021-08-26,Pfizer/BioNTech,59
793,Argentina,2021-08-26,Sinopharm/Beijing,13237930
794,Argentina,2021-08-26,Sputnik V,12861155
795,Argentina,2021-08-27,Moderna,1927626
796,Argentina,2021-08-27,Oxford/AstraZeneca,14503951
797,Argentina,2021-08-27,Sinopharm/Beijing,13456560
798,Argentina,2021-08-27,Sputnik V,12905639
799,Argentina,2021-08-28,Moderna,1964980
800,Argentina,2021-08-28,Oxford/AstraZeneca,14557652
801,Argentina,2021-08-28,Sinopharm/Beijing,13587687
802,Argentina,2021-08-28,Sputnik V,12927228
803,Argentina,2021-08-29,Moderna,1984975
804,Argentina,2021-08-29,Oxford/AstraZeneca,14591187
805,Argentina,2021-08-29,Sinopharm/Beijing,13670599
806,Argentina,2021-08-29,Sputnik V,12959737
807,Argentina,2021-08-30,Moderna,2034239
808,Argentina,2021-08-30,Oxford/AstraZeneca,14713882
809,Argentina,2021-08-30,Pfizer/BioNTech,60
810,Argentina,2021-08-30,Sinopharm/Beijing,13830742
811,Argentina,2021-08-30,Sputnik V,13045787
812,Argentina,2021-08-31,Moderna,2100850
813,Argentina,2021-08-31,Oxford/AstraZeneca,14835113
814,Argentina,2021-08-31,Sinopharm/Beijing,13968137
815,Argentina,2021-08-31,Sputnik V,13181522
816,Argentina,2021-09-01,Moderna,2173874
817,Argentina,2021-09-01,Oxford/AstraZeneca,14945965
818,Argentina,2021-09-01,Sinopharm/Beijing,14120009
819,Argentina,2021-09-01,Sputnik V,13301951
820,Argentina,2021-09-02,Moderna,2237322
821,Argentina,2021-09-02,Oxford/AstraZeneca,15026653
822,Argentina,2021-09-02,Sinopharm/Beijing,14317540
823,Argentina,2021-09-02,Sputnik V,13408712
824,Argentina,2021-09-03,Moderna,2299601
825,Argentina,2021-09-03,Oxford/AstraZeneca,15107898
826,Argentina,2021-09-03,Sinopharm/Beijing,14515696
827,Argentina,2021-09-03,Sputnik V,13502028
828,Argentina,2021-09-04,Moderna,2336078
829,Argentina,2021-09-04,Oxford/AstraZeneca,15166807
830,Argentina,2021-09-04,Sinopharm/Beijing,14648282
831,Argentina,2021-09-04,Sputnik V,13570299
832,Argentina,2021-09-05,Moderna,2353535
833,Argentina,2021-09-05,Oxford/AstraZeneca,15228020
834,Argentina,2021-09-05,Sinopharm/Beijing,14724763
835,Argentina,2021-09-05,Sputnik V,13612072
836,Argentina,2021-09-06,Moderna,2406521
837,Argentina,2021-09-06,Oxford/AstraZeneca,15391282
838,Argentina,2021-09-06,Sinopharm/Beijing,14870845
839,Argentina,2021-09-06,Sputnik V,13691704
840,Argentina,2021-09-07,CanSino,63
841,Argentina,2021-09-07,Moderna,2457094
842,Argentina,2021-09-07,Oxford/AstraZeneca,15575893
843,Argentina,2021-09-07,Sinopharm/Beijing,15015927
844,Argentina,2021-09-07,Sputnik V,13775450
845,Argentina,2021-09-08,CanSino,102
846,Argentina,2021-09-08,Moderna,2496964
847,Argentina,2021-09-08,Oxford/AstraZeneca,15717160
848,Argentina,2021-09-08,Pfizer/BioNTech,61
849,Argentina,2021-09-08,Sinopharm/Beijing,15133547
850,Argentina,2021-09-08,Sputnik V,13850747
851,Argentina,2021-09-09,CanSino,109
852,Argentina,2021-09-09,Moderna,2531015
853,Argentina,2021-09-09,Oxford/AstraZeneca,15855312
854,Argentina,2021-09-09,Pfizer/BioNTech,62
855,Argentina,2021-09-09,Sinopharm/Beijing,15266842
856,Argentina,2021-09-09,Sputnik V,13943344
857,Argentina,2021-09-10,CanSino,113
858,Argentina,2021-09-10,Moderna,2565509
859,Argentina,2021-09-10,Oxford/AstraZeneca,15946557
860,Argentina,2021-09-10,Sinopharm/Beijing,15410995
861,Argentina,2021-09-10,Sputnik V,14016397
862,Argentina,2021-09-11,CanSino,388
863,Argentina,2021-09-11,Moderna,2577594
864,Argentina,2021-09-11,Oxford/AstraZeneca,16068168
865,Argentina,2021-09-11,Pfizer/BioNTech,63
866,Argentina,2021-09-11,Sinopharm/Beijing,15445997
867,Argentina,2021-09-11,Sputnik V,14046297
868,Argentina,2021-09-12,CanSino,761
869,Argentina,2021-09-12,Moderna,2578505
870,Argentina,2021-09-12,Oxford/AstraZeneca,16072410
871,Argentina,2021-09-12,Pfizer/BioNTech,65
872,Argentina,2021-09-12,Sinopharm/Beijing,15449368
873,Argentina,2021-09-12,Sputnik V,14047200
874,Argentina,2021-09-13,CanSino,14914
875,Argentina,2021-09-13,Moderna,2603133
876,Argentina,2021-09-13,Oxford/AstraZeneca,16239288
877,Argentina,2021-09-13,Pfizer/BioNTech,66
878,Argentina,2021-09-13,Sinopharm/Beijing,15508332
879,Argentina,2021-09-13,Sputnik V,14085462
880,Argentina,2021-09-14,CanSino,16114
881,Argentina,2021-09-14,Moderna,2650577
882,Argentina,2021-09-14,Oxford/AstraZeneca,16365141
883,Argentina,2021-09-14,Pfizer/BioNTech,192
884,Argentina,2021-09-14,Sinopharm/Beijing,15568829
885,Argentina,2021-09-14,Sputnik V,14130175
886,Argentina,2021-09-15,CanSino,17243
887,Argentina,2021-09-15,Moderna,2689783
888,Argentina,2021-09-15,Oxford/AstraZeneca,16411533
889,Argentina,2021-09-15,Pfizer/BioNTech,259
890,Argentina,2021-09-15,Sinopharm/Beijing,15623109
891,Argentina,2021-09-15,Sputnik V,14319610
892,Argentina,2021-09-16,CanSino,18569
893,Argentina,2021-09-16,Moderna,2719909
894,Argentina,2021-09-16,Oxford/AstraZeneca,16591566
895,Argentina,2021-09-16,Pfizer/BioNTech,4931
896,Argentina,2021-09-16,Sinopharm/Beijing,15672728
897,Argentina,2021-09-16,Sputnik V,14415342
898,Argentina,2021-09-17,CanSino,27156
899,Argentina,2021-09-17,Moderna,2740787
900,Argentina,2021-09-17,Oxford/AstraZeneca,16704906
901,Argentina,2021-09-17,Pfizer/BioNTech,10088
902,Argentina,2021-09-17,Sinopharm/Beijing,15765607
903,Argentina,2021-09-17,Sputnik V,14538152
904,Argentina,2021-09-18,CanSino,27628
905,Argentina,2021-09-18,Moderna,2754779
906,Argentina,2021-09-18,Oxford/AstraZeneca,16732087
907,Argentina,2021-09-18,Pfizer/BioNTech,18465
908,Argentina,2021-09-18,Sinopharm/Beijing,15810267
909,Argentina,2021-09-18,Sputnik V,14664889
910,Argentina,2021-09-19,CanSino,27672
911,Argentina,2021-09-19,Moderna,2773577
912,Argentina,2021-09-19,Oxford/AstraZeneca,16802104
913,Argentina,2021-09-19,Pfizer/BioNTech,19464
914,Argentina,2021-09-19,Sinopharm/Beijing,15841975
915,Argentina,2021-09-19,Sputnik V,14681080
916,Argentina,2021-09-20,CanSino,30167
917,Argentina,2021-09-20,Moderna,2793479
918,Argentina,2021-09-20,Oxford/AstraZeneca,16852924
919,Argentina,2021-09-20,Pfizer/BioNTech,21872
920,Argentina,2021-09-20,Sinopharm/Beijing,15896217
921,Argentina,2021-09-20,Sputnik V,14897454
922,Argentina,2021-09-21,CanSino,32664
923,Argentina,2021-09-21,Moderna,2804147
924,Argentina,2021-09-21,Oxford/AstraZeneca,16889141
925,Argentina,2021-09-21,Pfizer/BioNTech,23157
926,Argentina,2021-09-21,Sinopharm/Beijing,15965957
927,Argentina,2021-09-21,Sputnik V,15086704
928,Argentina,2021-09-22,CanSino,35952
929,Argentina,2021-09-22,Moderna,2832860
930,Argentina,2021-09-22,Oxford/AstraZeneca,17046287
931,Argentina,2021-09-22,Pfizer/BioNTech,26320
932,Argentina,2021-09-22,Sinopharm/Beijing,16046725
933,Argentina,2021-09-22,Sputnik V,15142426
934,Argentina,2021-09-23,CanSino,39827
935,Argentina,2021-09-23,Moderna,2912611
936,Argentina,2021-09-23,Oxford/AstraZeneca,17082988
937,Argentina,2021-09-23,Pfizer/BioNTech,103848
938,Argentina,2021-09-23,Sinopharm/Beijing,16119240
939,Argentina,2021-09-23,Sputnik V,15183982
940,Argentina,2021-09-24,CanSino,44117
941,Argentina,2021-09-24,Moderna,2933007
942,Argentina,2021-09-24,Oxford/AstraZeneca,17207865
943,Argentina,2021-09-24,Pfizer/BioNTech,128903
944,Argentina,2021-09-24,Sinopharm/Beijing,16173033
945,Argentina,2021-09-24,Sputnik V,15217026
946,Argentina,2021-09-25,CanSino,46636
947,Argentina,2021-09-25,Moderna,2940610
948,Argentina,2021-09-25,Oxford/AstraZeneca,17231714
949,Argentina,2021-09-25,Pfizer/BioNTech,135406
950,Argentina,2021-09-25,Sinopharm/Beijing,16240543
951,Argentina,2021-09-25,Sputnik V,15237342
952,Argentina,2021-09-26,CanSino,47256
953,Argentina,2021-09-26,Moderna,2945520
954,Argentina,2021-09-26,Oxford/AstraZeneca,17272127
955,Argentina,2021-09-26,Pfizer/BioNTech,136734
956,Argentina,2021-09-26,Sinopharm/Beijing,16274958
957,Argentina,2021-09-26,Sputnik V,15243714
958,Argentina,2021-09-27,CanSino,52889
959,Argentina,2021-09-27,Moderna,2968890
960,Argentina,2021-09-27,Oxford/AstraZeneca,17376623
961,Argentina,2021-09-27,Pfizer/BioNTech,144104
962,Argentina,2021-09-27,Sinopharm/Beijing,16378688
963,Argentina,2021-09-27,Sputnik V,15281803
964,Argentina,2021-09-28,CanSino,58203
965,Argentina,2021-09-28,Moderna,2992780
