,location,date,vaccine,total_vaccinations
43199,European Union,2021-01-04,Moderna,166
43200,European Union,2021-01-04,Novavax,0
43201,European Union,2021-01-04,Oxford/AstraZeneca,9
43202,European Union,2021-01-04,Pfizer/BioNTech,624019
43203,European Union,2021-01-04,Sinopharm/Beijing,4
43204,European Union,2021-01-04,Sinovac,2
43205,European Union,2021-01-04,Sputnik V,0
43206,European Union,2021-01-04,Valneva,0
43207,European Union,2021-01-05,Covaxin,0
43208,European Union,2021-01-05,Johnson&Johnson,34
43209,European Union,2021-01-05,Moderna,186
43210,European Union,2021-01-05,Novavax,0
43211,European Union,2021-01-05,Oxford/AstraZeneca,9
43212,European Union,2021-01-05,Pfizer/BioNTech,786025
43213,European Union,2021-01-05,Sinopharm/Beijing,4
43214,European Union,2021-01-05,Sinovac,2
43215,European Union,2021-01-05,Sputnik V,0
43216,European Union,2021-01-05,Valneva,0
43217,European Union,2021-01-06,Covaxin,0
43218,European Union,2021-01-06,Johnson&Johnson,36
43219,European Union,2021-01-06,Moderna,211
43220,European Union,2021-01-06,Novavax,0
43221,European Union,2021-01-06,Oxford/AstraZeneca,11
43222,European Union,2021-01-06,Pfizer/BioNTech,950334
43223,European Union,2021-01-06,Sinopharm/Beijing,4
43224,European Union,2021-01-06,Sinovac,2
43225,European Union,2021-01-06,Sputnik V,0
43226,European Union,2021-01-06,Valneva,0
43227,European Union,2021-01-07,Covaxin,0
43228,European Union,2021-01-07,Johnson&Johnson,40
43229,European Union,2021-01-07,Moderna,240
43230,European Union,2021-01-07,Novavax,0
43231,European Union,2021-01-07,Oxford/AstraZeneca,14
43232,European Union,2021-01-07,Pfizer/BioNTech,1154022
43233,European Union,2021-01-07,Sinopharm/Beijing,4
43234,European Union,2021-01-07,Sinovac,2
43235,European Union,2021-01-07,Sputnik V,0
43236,European Union,2021-01-07,Valneva,0
43237,European Union,2021-01-08,Covaxin,1
43238,European Union,2021-01-08,Johnson&Johnson,69
43239,European Union,2021-01-08,Moderna,600
43240,European Union,2021-01-08,Novavax,0
43241,European Union,2021-01-08,Oxford/AstraZeneca,95
43242,European Union,2021-01-08,Pfizer/BioNTech,2599268
43243,European Union,2021-01-08,Sinopharm/Beijing,16
43244,European Union,2021-01-08,Sinovac,7
43245,European Union,2021-01-08,Sputnik V,0
43246,European Union,2021-01-08,Valneva,0
43247,European Union,2021-01-09,Covaxin,1
43248,European Union,2021-01-09,Johnson&Johnson,69
43249,European Union,2021-01-09,Moderna,675
43250,European Union,2021-01-09,Novavax,0
43251,European Union,2021-01-09,Oxford/AstraZeneca,97
43252,European Union,2021-01-09,Pfizer/BioNTech,2771233
43253,European Union,2021-01-09,Sinopharm/Beijing,16
43254,European Union,2021-01-09,Sinovac,7
43255,European Union,2021-01-09,Sputnik V,0
43256,European Union,2021-01-09,Valneva,0
43257,European Union,2021-01-10,Covaxin,1
43258,European Union,2021-01-10,Johnson&Johnson,70
43259,European Union,2021-01-10,Moderna,691
43260,European Union,2021-01-10,Novavax,0
43261,European Union,2021-01-10,Oxford/AstraZeneca,100
43262,European Union,2021-01-10,Pfizer/BioNTech,2882122
43263,European Union,2021-01-10,Sinopharm/Beijing,16
43264,European Union,2021-01-10,Sinovac,7
43265,European Union,2021-01-10,Sputnik V,0
43266,European Union,2021-01-10,Valneva,0
43267,European Union,2021-01-11,Covaxin,1
43268,European Union,2021-01-11,Johnson&Johnson,73
43269,European Union,2021-01-11,Moderna,920
43270,European Union,2021-01-11,Novavax,0
43271,European Union,2021-01-11,Oxford/AstraZeneca,103
43272,European Union,2021-01-11,Pfizer/BioNTech,3100990
43273,European Union,2021-01-11,Sinopharm/Beijing,16
43274,European Union,2021-01-11,Sinovac,7
43275,European Union,2021-01-11,Sputnik V,0
43276,European Union,2021-01-11,Valneva,0
43277,European Union,2021-01-12,Covaxin,1
43278,European Union,2021-01-12,Johnson&Johnson,74
43279,European Union,2021-01-12,Moderna,1139
43280,European Union,2021-01-12,Novavax,0
43281,European Union,2021-01-12,Oxford/AstraZeneca,108
43282,European Union,2021-01-12,Pfizer/BioNTech,3356175
43283,European Union,2021-01-12,Sinopharm/Beijing,16
43284,European Union,2021-01-12,Sinovac,7
43285,European Union,2021-01-12,Sputnik V,0
43286,European Union,2021-01-12,Valneva,0
43287,European Union,2021-01-13,Covaxin,2
43288,European Union,2021-01-13,Johnson&Johnson,74
43289,European Union,2021-01-13,Moderna,2602
43290,European Union,2021-01-13,Novavax,0
43291,European Union,2021-01-13,Oxford/AstraZeneca,108
43292,European Union,2021-01-13,Pfizer/BioNTech,3656720
43293,European Union,2021-01-13,Sinopharm/Beijing,16
43294,European Union,2021-01-13,Sinovac,8
43295,European Union,2021-01-13,Sputnik V,0
43296,European Union,2021-01-13,Valneva,0
43297,European Union,2021-01-14,Covaxin,2
43298,European Union,2021-01-14,Johnson&Johnson,74
43299,European Union,2021-01-14,Moderna,11391
43300,European Union,2021-01-14,Novavax,0
43301,European Union,2021-01-14,Oxford/AstraZeneca,114
43302,European Union,2021-01-14,Pfizer/BioNTech,3940866
43303,European Union,2021-01-14,Sinopharm/Beijing,16
43304,European Union,2021-01-14,Sinovac,8
43305,European Union,2021-01-14,Sputnik V,0
43306,European Union,2021-01-14,Valneva,0
43307,European Union,2021-01-15,Covaxin,2
43308,European Union,2021-01-15,Johnson&Johnson,81
43309,European Union,2021-01-15,Moderna,37478
43310,European Union,2021-01-15,Novavax,0
43311,European Union,2021-01-15,Oxford/AstraZeneca,434
43312,European Union,2021-01-15,Pfizer/BioNTech,5640055
43313,European Union,2021-01-15,Sinopharm/Beijing,34
43314,European Union,2021-01-15,Sinovac,11
43315,European Union,2021-01-15,Sputnik V,0
43316,European Union,2021-01-15,Valneva,0
43317,European Union,2021-01-16,Covaxin,2
43318,European Union,2021-01-16,Johnson&Johnson,82
43319,European Union,2021-01-16,Moderna,40945
43320,European Union,2021-01-16,Novavax,0
43321,European Union,2021-01-16,Oxford/AstraZeneca,438
43322,European Union,2021-01-16,Pfizer/BioNTech,5797620
43323,European Union,2021-01-16,Sinopharm/Beijing,34
43324,European Union,2021-01-16,Sinovac,11
43325,European Union,2021-01-16,Sputnik V,0
43326,European Union,2021-01-16,Valneva,0
43327,European Union,2021-01-17,Covaxin,2
43328,European Union,2021-01-17,Johnson&Johnson,83
43329,European Union,2021-01-17,Moderna,42817
43330,European Union,2021-01-17,Novavax,0
43331,European Union,2021-01-17,Oxford/AstraZeneca,442
43332,European Union,2021-01-17,Pfizer/BioNTech,5903740
43333,European Union,2021-01-17,Sinopharm/Beijing,34
43334,European Union,2021-01-17,Sinovac,11
43335,European Union,2021-01-17,Sputnik V,0
43336,European Union,2021-01-17,Valneva,0
43337,European Union,2021-01-18,Covaxin,2
43338,European Union,2021-01-18,Johnson&Johnson,83
43339,European Union,2021-01-18,Moderna,51775
43340,European Union,2021-01-18,Novavax,0
43341,European Union,2021-01-18,Oxford/AstraZeneca,449
43342,European Union,2021-01-18,Pfizer/BioNTech,6154289
43343,European Union,2021-01-18,Sinopharm/Beijing,34
43344,European Union,2021-01-18,Sinovac,11
43345,European Union,2021-01-18,Sputnik V,0
43346,European Union,2021-01-18,Valneva,0
43347,European Union,2021-01-19,Covaxin,2
43348,European Union,2021-01-19,Johnson&Johnson,83
43349,European Union,2021-01-19,Moderna,63508
43350,European Union,2021-01-19,Novavax,0
43351,European Union,2021-01-19,Oxford/AstraZeneca,502
43352,European Union,2021-01-19,Pfizer/BioNTech,6477840
43353,European Union,2021-01-19,Sinopharm/Beijing,34
43354,European Union,2021-01-19,Sinovac,11
43355,European Union,2021-01-19,Sputnik V,0
43356,European Union,2021-01-19,Valneva,0
43357,European Union,2021-01-20,Covaxin,2
43358,European Union,2021-01-20,Johnson&Johnson,83
43359,European Union,2021-01-20,Moderna,76794
43360,European Union,2021-01-20,Novavax,0
43361,European Union,2021-01-20,Oxford/AstraZeneca,507
43362,European Union,2021-01-20,Pfizer/BioNTech,6822274
43363,European Union,2021-01-20,Sinopharm/Beijing,34
43364,European Union,2021-01-20,Sinovac,11
43365,European Union,2021-01-20,Sputnik V,0
43366,European Union,2021-01-20,Valneva,0
43367,European Union,2021-01-21,Covaxin,2
43368,European Union,2021-01-21,Johnson&Johnson,84
43369,European Union,2021-01-21,Moderna,89079
43370,European Union,2021-01-21,Novavax,0
43371,European Union,2021-01-21,Oxford/AstraZeneca,511
43372,European Union,2021-01-21,Pfizer/BioNTech,7168229
43373,European Union,2021-01-21,Sinopharm/Beijing,34
43374,European Union,2021-01-21,Sinovac,11
43375,European Union,2021-01-21,Sputnik V,0
43376,European Union,2021-01-21,Valneva,0
43377,European Union,2021-01-22,Covaxin,3
43378,European Union,2021-01-22,Johnson&Johnson,88
43379,European Union,2021-01-22,Moderna,134582
43380,European Union,2021-01-22,Novavax,1
43381,European Union,2021-01-22,Oxford/AstraZeneca,779
43382,European Union,2021-01-22,Pfizer/BioNTech,8875855
43383,European Union,2021-01-22,Sinopharm/Beijing,54
43384,European Union,2021-01-22,Sinovac,116
43385,European Union,2021-01-22,Sputnik V,2
43386,European Union,2021-01-22,Valneva,0
43387,European Union,2021-01-23,Covaxin,3
43388,European Union,2021-01-23,Johnson&Johnson,88
43389,European Union,2021-01-23,Moderna,137912
43390,European Union,2021-01-23,Novavax,1
43391,European Union,2021-01-23,Oxford/AstraZeneca,788
43392,European Union,2021-01-23,Pfizer/BioNTech,9074846
43393,European Union,2021-01-23,Sinopharm/Beijing,54
43394,European Union,2021-01-23,Sinovac,116
43395,European Union,2021-01-23,Sputnik V,2
43396,European Union,2021-01-23,Valneva,0
43397,European Union,2021-01-24,Covaxin,3
43398,European Union,2021-01-24,Johnson&Johnson,89
43399,European Union,2021-01-24,Moderna,139201
43400,European Union,2021-01-24,Novavax,1
43401,European Union,2021-01-24,Oxford/AstraZeneca,792
43402,European Union,2021-01-24,Pfizer/BioNTech,9195828
43403,European Union,2021-01-24,Sinopharm/Beijing,54
43404,European Union,2021-01-24,Sinovac,116
43405,European Union,2021-01-24,Sputnik V,2
43406,European Union,2021-01-24,Valneva,0
43407,European Union,2021-01-25,Covaxin,3
43408,European Union,2021-01-25,Johnson&Johnson,90
43409,European Union,2021-01-25,Moderna,145402
43410,European Union,2021-01-25,Novavax,1
43411,European Union,2021-01-25,Oxford/AstraZeneca,797
43412,European Union,2021-01-25,Pfizer/BioNTech,9481609
43413,European Union,2021-01-25,Sinopharm/Beijing,55
43414,European Union,2021-01-25,Sinovac,116
43415,European Union,2021-01-25,Sputnik V,2
43416,European Union,2021-01-25,Valneva,0
43417,European Union,2021-01-26,Covaxin,3
43418,European Union,2021-01-26,Johnson&Johnson,90
43419,European Union,2021-01-26,Moderna,151836
43420,European Union,2021-01-26,Novavax,1
43421,European Union,2021-01-26,Oxford/AstraZeneca,805
43422,European Union,2021-01-26,Pfizer/BioNTech,9817868
43423,European Union,2021-01-26,Sinopharm/Beijing,55
43424,European Union,2021-01-26,Sinovac,116
43425,European Union,2021-01-26,Sputnik V,2
43426,European Union,2021-01-26,Valneva,0
43427,European Union,2021-01-27,Covaxin,4
43428,European Union,2021-01-27,Johnson&Johnson,92
43429,European Union,2021-01-27,Moderna,158391
43430,European Union,2021-01-27,Novavax,1
43431,European Union,2021-01-27,Oxford/AstraZeneca,815
43432,European Union,2021-01-27,Pfizer/BioNTech,10162467
43433,European Union,2021-01-27,Sinopharm/Beijing,55
43434,European Union,2021-01-27,Sinovac,117
43435,European Union,2021-01-27,Sputnik V,2
43436,European Union,2021-01-27,Valneva,0
43437,European Union,2021-01-28,Covaxin,4
43438,European Union,2021-01-28,Johnson&Johnson,93
43439,European Union,2021-01-28,Moderna,164843
43440,European Union,2021-01-28,Novavax,1
43441,European Union,2021-01-28,Oxford/AstraZeneca,821
43442,European Union,2021-01-28,Pfizer/BioNTech,10536118
43443,European Union,2021-01-28,Sinopharm/Beijing,55
43444,European Union,2021-01-28,Sinovac,117
43445,European Union,2021-01-28,Sputnik V,2
43446,European Union,2021-01-28,Valneva,0
43447,European Union,2021-01-29,Covaxin,5
43448,European Union,2021-01-29,Johnson&Johnson,98
43449,European Union,2021-01-29,Moderna,194871
43450,European Union,2021-01-29,Novavax,3
43451,European Union,2021-01-29,Oxford/AstraZeneca,1334
43452,European Union,2021-01-29,Pfizer/BioNTech,12654844
43453,European Union,2021-01-29,Sinopharm/Beijing,77
43454,European Union,2021-01-29,Sinovac,185
43455,European Union,2021-01-29,Sputnik V,4
43456,European Union,2021-01-29,Valneva,0
43457,European Union,2021-01-30,Covaxin,5
43458,European Union,2021-01-30,Johnson&Johnson,100
43459,European Union,2021-01-30,Moderna,197386
43460,European Union,2021-01-30,Novavax,3
43461,European Union,2021-01-30,Oxford/AstraZeneca,1344
43462,European Union,2021-01-30,Pfizer/BioNTech,12892440
43463,European Union,2021-01-30,Sinopharm/Beijing,77
43464,European Union,2021-01-30,Sinovac,185
43465,European Union,2021-01-30,Sputnik V,4
43466,European Union,2021-01-30,Valneva,0
43467,European Union,2021-01-31,Covaxin,5
43468,European Union,2021-01-31,Johnson&Johnson,101
43469,European Union,2021-01-31,Moderna,198036
43470,European Union,2021-01-31,Novavax,3
43471,European Union,2021-01-31,Oxford/AstraZeneca,1353
43472,European Union,2021-01-31,Pfizer/BioNTech,13037402
43473,European Union,2021-01-31,Sinopharm/Beijing,77
43474,European Union,2021-01-31,Sinovac,185
43475,European Union,2021-01-31,Sputnik V,4
43476,European Union,2021-01-31,Valneva,0
43477,European Union,2021-02-01,Covaxin,5
43478,European Union,2021-02-01,Johnson&Johnson,102
43479,European Union,2021-02-01,Moderna,204508
43480,European Union,2021-02-01,Novavax,3
43481,European Union,2021-02-01,Oxford/AstraZeneca,1412
43482,European Union,2021-02-01,Pfizer/BioNTech,13356203
43483,European Union,2021-02-01,Sinopharm/Beijing,77
43484,European Union,2021-02-01,Sinovac,185
43485,European Union,2021-02-01,Sputnik V,4
43486,European Union,2021-02-01,Valneva,0
43487,European Union,2021-02-02,Covaxin,5
43488,European Union,2021-02-02,Johnson&Johnson,105
43489,European Union,2021-02-02,Moderna,213768
43490,European Union,2021-02-02,Novavax,3
43491,European Union,2021-02-02,Oxford/AstraZeneca,1465
43492,European Union,2021-02-02,Pfizer/BioNTech,13721957
43493,European Union,2021-02-02,Sinopharm/Beijing,77
43494,European Union,2021-02-02,Sinovac,185
43495,European Union,2021-02-02,Sputnik V,4
43496,European Union,2021-02-02,Valneva,0
43497,European Union,2021-02-03,Covaxin,5
43498,European Union,2021-02-03,Johnson&Johnson,106
43499,European Union,2021-02-03,Moderna,227790
43500,European Union,2021-02-03,Novavax,3
43501,European Union,2021-02-03,Oxford/AstraZeneca,1493
43502,European Union,2021-02-03,Pfizer/BioNTech,14123661
43503,European Union,2021-02-03,Sinopharm/Beijing,77
43504,European Union,2021-02-03,Sinovac,185
43505,European Union,2021-02-03,Sputnik V,4
43506,European Union,2021-02-03,Valneva,0
43507,European Union,2021-02-04,Covaxin,5
43508,European Union,2021-02-04,Johnson&Johnson,111
43509,European Union,2021-02-04,Moderna,248026
43510,European Union,2021-02-04,Novavax,3
43511,European Union,2021-02-04,Oxford/AstraZeneca,1503
43512,European Union,2021-02-04,Pfizer/BioNTech,14525248
43513,European Union,2021-02-04,Sinopharm/Beijing,77
43514,European Union,2021-02-04,Sinovac,185
43515,European Union,2021-02-04,Sputnik V,4
43516,European Union,2021-02-04,Valneva,0
43517,European Union,2021-02-05,Covaxin,5
43518,European Union,2021-02-05,Johnson&Johnson,144
43519,European Union,2021-02-05,Moderna,345944
43520,European Union,2021-02-05,Novavax,5
43521,European Union,2021-02-05,Oxford/AstraZeneca,2244
43522,European Union,2021-02-05,Pfizer/BioNTech,16885416
43523,European Union,2021-02-05,Sinopharm/Beijing,107
43524,European Union,2021-02-05,Sinovac,263
43525,European Union,2021-02-05,Sputnik V,5
43526,European Union,2021-02-05,Valneva,0
43527,European Union,2021-02-06,Covaxin,5
43528,European Union,2021-02-06,Johnson&Johnson,146
43529,European Union,2021-02-06,Moderna,361204
43530,European Union,2021-02-06,Novavax,5
43531,European Union,2021-02-06,Oxford/AstraZeneca,3784
43532,European Union,2021-02-06,Pfizer/BioNTech,17098208
43533,European Union,2021-02-06,Sinopharm/Beijing,107
43534,European Union,2021-02-06,Sinovac,264
43535,European Union,2021-02-06,Sputnik V,5
43536,European Union,2021-02-06,Valneva,0
43537,European Union,2021-02-07,Covaxin,5
43538,European Union,2021-02-07,Johnson&Johnson,148
43539,European Union,2021-02-07,Moderna,372777
43540,European Union,2021-02-07,Novavax,5
43541,European Union,2021-02-07,Oxford/AstraZeneca,5220
43542,European Union,2021-02-07,Pfizer/BioNTech,17211259
43543,European Union,2021-02-07,Sinopharm/Beijing,107
43544,European Union,2021-02-07,Sinovac,264
43545,European Union,2021-02-07,Sputnik V,5
43546,European Union,2021-02-07,Valneva,0
43547,European Union,2021-02-08,Covaxin,5
43548,European Union,2021-02-08,Johnson&Johnson,151
43549,European Union,2021-02-08,Moderna,392294
43550,European Union,2021-02-08,Novavax,5
43551,European Union,2021-02-08,Oxford/AstraZeneca,8052
43552,European Union,2021-02-08,Pfizer/BioNTech,17511796
43553,European Union,2021-02-08,Sinopharm/Beijing,107
43554,European Union,2021-02-08,Sinovac,264
43555,European Union,2021-02-08,Sputnik V,5
43556,European Union,2021-02-08,Valneva,0
43557,European Union,2021-02-09,Covaxin,5
43558,European Union,2021-02-09,Johnson&Johnson,151
43559,European Union,2021-02-09,Moderna,414351
43560,European Union,2021-02-09,Novavax,5
43561,European Union,2021-02-09,Oxford/AstraZeneca,15071
43562,European Union,2021-02-09,Pfizer/BioNTech,17884052
43563,European Union,2021-02-09,Sinopharm/Beijing,107
43564,European Union,2021-02-09,Sinovac,264
43565,European Union,2021-02-09,Sputnik V,5
43566,European Union,2021-02-09,Valneva,0
43567,European Union,2021-02-10,Covaxin,5
43568,European Union,2021-02-10,Johnson&Johnson,152
43569,European Union,2021-02-10,Moderna,437015
43570,European Union,2021-02-10,Novavax,5
43571,European Union,2021-02-10,Oxford/AstraZeneca,33508
43572,European Union,2021-02-10,Pfizer/BioNTech,18285162
43573,European Union,2021-02-10,Sinopharm/Beijing,107
43574,European Union,2021-02-10,Sinovac,264
43575,European Union,2021-02-10,Sputnik V,5
43576,European Union,2021-02-10,Valneva,0
43577,European Union,2021-02-11,Covaxin,5
43578,European Union,2021-02-11,Johnson&Johnson,154
43579,European Union,2021-02-11,Moderna,465367
43580,European Union,2021-02-11,Novavax,5
43581,European Union,2021-02-11,Oxford/AstraZeneca,67883
43582,European Union,2021-02-11,Pfizer/BioNTech,18697119
43583,European Union,2021-02-11,Sinopharm/Beijing,107
43584,European Union,2021-02-11,Sinovac,264
43585,European Union,2021-02-11,Sputnik V,5
43586,European Union,2021-02-11,Valneva,0
43587,European Union,2021-02-12,Covaxin,5
43588,European Union,2021-02-12,Johnson&Johnson,168
43589,European Union,2021-02-12,Moderna,606772
43590,European Union,2021-02-12,Novavax,8
43591,European Union,2021-02-12,Oxford/AstraZeneca,278473
43592,European Union,2021-02-12,Pfizer/BioNTech,20904594
43593,European Union,2021-02-12,Sinopharm/Beijing,136
43594,European Union,2021-02-12,Sinovac,376
43595,European Union,2021-02-12,Sputnik V,2399
43596,European Union,2021-02-12,Valneva,0
43597,European Union,2021-02-13,Covaxin,5
43598,European Union,2021-02-13,Johnson&Johnson,169
43599,European Union,2021-02-13,Moderna,621361
43600,European Union,2021-02-13,Novavax,8
43601,European Union,2021-02-13,Oxford/AstraZeneca,301675
43602,European Union,2021-02-13,Pfizer/BioNTech,21109864
43603,European Union,2021-02-13,Sinopharm/Beijing,136
43604,European Union,2021-02-13,Sinovac,376
43605,European Union,2021-02-13,Sputnik V,2399
43606,European Union,2021-02-13,Valneva,0
43607,European Union,2021-02-14,Covaxin,5
43608,European Union,2021-02-14,Johnson&Johnson,171
43609,European Union,2021-02-14,Moderna,629035
43610,European Union,2021-02-14,Novavax,8
43611,European Union,2021-02-14,Oxford/AstraZeneca,317322
43612,European Union,2021-02-14,Pfizer/BioNTech,21226804
43613,European Union,2021-02-14,Sinopharm/Beijing,137
43614,European Union,2021-02-14,Sinovac,376
43615,European Union,2021-02-14,Sputnik V,2399
43616,European Union,2021-02-14,Valneva,0
43617,European Union,2021-02-15,Covaxin,5
43618,European Union,2021-02-15,Johnson&Johnson,183
43619,European Union,2021-02-15,Moderna,649825
43620,European Union,2021-02-15,Novavax,8
43621,European Union,2021-02-15,Oxford/AstraZeneca,358562
43622,European Union,2021-02-15,Pfizer/BioNTech,21522284
43623,European Union,2021-02-15,Sinopharm/Beijing,138
43624,European Union,2021-02-15,Sinovac,376
43625,European Union,2021-02-15,Sputnik V,2399
43626,European Union,2021-02-15,Valneva,0
43627,European Union,2021-02-16,Covaxin,5
43628,European Union,2021-02-16,Johnson&Johnson,184
43629,European Union,2021-02-16,Moderna,677931
43630,European Union,2021-02-16,Novavax,8
43631,European Union,2021-02-16,Oxford/AstraZeneca,409336
43632,European Union,2021-02-16,Pfizer/BioNTech,21857504
43633,European Union,2021-02-16,Sinopharm/Beijing,138
43634,European Union,2021-02-16,Sinovac,376
43635,European Union,2021-02-16,Sputnik V,2399
43636,European Union,2021-02-16,Valneva,0
43637,European Union,2021-02-17,Covaxin,5
43638,European Union,2021-02-17,Johnson&Johnson,188
43639,European Union,2021-02-17,Moderna,710929
43640,European Union,2021-02-17,Novavax,8
43641,European Union,2021-02-17,Oxford/AstraZeneca,467416
43642,European Union,2021-02-17,Pfizer/BioNTech,22219446
43643,European Union,2021-02-17,Sinopharm/Beijing,138
43644,European Union,2021-02-17,Sinovac,376
43645,European Union,2021-02-17,Sputnik V,2399
43646,European Union,2021-02-17,Valneva,0
43647,European Union,2021-02-18,Covaxin,5
43648,European Union,2021-02-18,Johnson&Johnson,194
43649,European Union,2021-02-18,Moderna,742066
43650,European Union,2021-02-18,Novavax,8
43651,European Union,2021-02-18,Oxford/AstraZeneca,536153
43652,European Union,2021-02-18,Pfizer/BioNTech,22609916
43653,European Union,2021-02-18,Sinopharm/Beijing,138
43654,European Union,2021-02-18,Sinovac,376
43655,European Union,2021-02-18,Sputnik V,2399
43656,European Union,2021-02-18,Valneva,0
43657,European Union,2021-02-19,Covaxin,7
43658,European Union,2021-02-19,Johnson&Johnson,205
43659,European Union,2021-02-19,Moderna,942138
43660,European Union,2021-02-19,Novavax,13
43661,European Union,2021-02-19,Oxford/AstraZeneca,1164057
43662,European Union,2021-02-19,Pfizer/BioNTech,24804275
43663,European Union,2021-02-19,Sinopharm/Beijing,153
43664,European Union,2021-02-19,Sinovac,509
43665,European Union,2021-02-19,Sputnik V,18503
43666,European Union,2021-02-19,Valneva,0
43667,European Union,2021-02-20,Covaxin,7
43668,European Union,2021-02-20,Johnson&Johnson,211
43669,European Union,2021-02-20,Moderna,956811
43670,European Union,2021-02-20,Novavax,13
43671,European Union,2021-02-20,Oxford/AstraZeneca,1218599
43672,European Union,2021-02-20,Pfizer/BioNTech,25010337
43673,European Union,2021-02-20,Sinopharm/Beijing,153
43674,European Union,2021-02-20,Sinovac,510
43675,European Union,2021-02-20,Sputnik V,18503
43676,European Union,2021-02-20,Valneva,0
43677,European Union,2021-02-21,Covaxin,7
43678,European Union,2021-02-21,Johnson&Johnson,214
43679,European Union,2021-02-21,Moderna,966522
43680,European Union,2021-02-21,Novavax,13
43681,European Union,2021-02-21,Oxford/AstraZeneca,1255104
43682,European Union,2021-02-21,Pfizer/BioNTech,25141826
43683,European Union,2021-02-21,Sinopharm/Beijing,153
43684,European Union,2021-02-21,Sinovac,511
43685,European Union,2021-02-21,Sputnik V,18503
43686,European Union,2021-02-21,Valneva,0
43687,European Union,2021-02-22,Covaxin,7
43688,European Union,2021-02-22,Johnson&Johnson,215
43689,European Union,2021-02-22,Moderna,990571
43690,European Union,2021-02-22,Novavax,13
43691,European Union,2021-02-22,Oxford/AstraZeneca,1324673
43692,European Union,2021-02-22,Pfizer/BioNTech,25469673
43693,European Union,2021-02-22,Sinopharm/Beijing,154
43694,European Union,2021-02-22,Sinovac,511
43695,European Union,2021-02-22,Sputnik V,18503
43696,European Union,2021-02-22,Valneva,0
43697,European Union,2021-02-23,Covaxin,7
43698,European Union,2021-02-23,Johnson&Johnson,217
43699,European Union,2021-02-23,Moderna,1013146
43700,European Union,2021-02-23,Novavax,13
43701,European Union,2021-02-23,Oxford/AstraZeneca,1404387
43702,European Union,2021-02-23,Pfizer/BioNTech,25835731
43703,European Union,2021-02-23,Sinopharm/Beijing,154
43704,European Union,2021-02-23,Sinovac,511
43705,European Union,2021-02-23,Sputnik V,18503
43706,European Union,2021-02-23,Valneva,0
43707,European Union,2021-02-24,Covaxin,7
43708,European Union,2021-02-24,Johnson&Johnson,218
43709,European Union,2021-02-24,Moderna,1037381
43710,European Union,2021-02-24,Novavax,13
43711,European Union,2021-02-24,Oxford/AstraZeneca,1500304
43712,European Union,2021-02-24,Pfizer/BioNTech,26210694
43713,European Union,2021-02-24,Sinopharm/Beijing,154
43714,European Union,2021-02-24,Sinovac,511
43715,European Union,2021-02-24,Sputnik V,18503
43716,European Union,2021-02-24,Valneva,0
43717,European Union,2021-02-25,Covaxin,7
43718,European Union,2021-02-25,Johnson&Johnson,218
43719,European Union,2021-02-25,Moderna,1060935
43720,European Union,2021-02-25,Novavax,13
43721,European Union,2021-02-25,Oxford/AstraZeneca,1647075
43722,European Union,2021-02-25,Pfizer/BioNTech,26599823
43723,European Union,2021-02-25,Sinopharm/Beijing,154
43724,European Union,2021-02-25,Sinovac,511
43725,European Union,2021-02-25,Sputnik V,18503
43726,European Union,2021-02-25,Valneva,0
43727,European Union,2021-02-26,Covaxin,8
43728,European Union,2021-02-26,Johnson&Johnson,231
43729,European Union,2021-02-26,Moderna,1229189
43730,European Union,2021-02-26,Novavax,15
43731,European Union,2021-02-26,Oxford/AstraZeneca,2884233
43732,European Union,2021-02-26,Pfizer/BioNTech,28892131
43733,European Union,2021-02-26,Sinopharm/Beijing,162252
43734,European Union,2021-02-26,Sinovac,605
43735,European Union,2021-02-26,Sputnik V,19342
43736,European Union,2021-02-26,Valneva,0
43737,European Union,2021-02-27,Covaxin,8
43738,European Union,2021-02-27,Johnson&Johnson,234
43739,European Union,2021-02-27,Moderna,1243576
43740,European Union,2021-02-27,Novavax,15
43741,European Union,2021-02-27,Oxford/AstraZeneca,3026285
43742,European Union,2021-02-27,Pfizer/BioNTech,29105567
43743,European Union,2021-02-27,Sinopharm/Beijing,162252
43744,European Union,2021-02-27,Sinovac,605
43745,European Union,2021-02-27,Sputnik V,19342
43746,European Union,2021-02-27,Valneva,0
43747,European Union,2021-02-28,Covaxin,8
43748,European Union,2021-02-28,Johnson&Johnson,236
43749,European Union,2021-02-28,Moderna,1250692
43750,European Union,2021-02-28,Novavax,15
43751,European Union,2021-02-28,Oxford/AstraZeneca,3102193
43752,European Union,2021-02-28,Pfizer/BioNTech,29229255
43753,European Union,2021-02-28,Sinopharm/Beijing,162252
43754,European Union,2021-02-28,Sinovac,605
43755,European Union,2021-02-28,Sputnik V,19342
43756,European Union,2021-02-28,Valneva,0
43757,European Union,2021-03-01,Covaxin,8
43758,European Union,2021-03-01,Johnson&Johnson,237
43759,European Union,2021-03-01,Moderna,1278443
43760,European Union,2021-03-01,Novavax,15
43761,European Union,2021-03-01,Oxford/AstraZeneca,3236359
43762,European Union,2021-03-01,Pfizer/BioNTech,29579758
43763,European Union,2021-03-01,Sinopharm/Beijing,162252
43764,European Union,2021-03-01,Sinovac,605
43765,European Union,2021-03-01,Sputnik V,19342
43766,European Union,2021-03-01,Valneva,0
43767,European Union,2021-03-02,Covaxin,8
43768,European Union,2021-03-02,Johnson&Johnson,238
